paper_id,title,abstract,back_matter,names,affiliations
c63c4d58d170136b8d3b5a66424b5ac3f73a92d9,Viral Discovery and Sequence Recovery Using DNA Microarrays,"Because of the constant threat posed by emerging infectious diseases and the limitations of existing approaches used to identify new pathogens, there is a great demand for new technological methods for viral discovery. We describe herein a DNA microarray-based platform for novel virus identification and characterization. Central to this approach was a DNA microarray designed to detect a wide range of known viruses as well as novel members of existing viral families; this microarray contained the most highly conserved 70mer sequences from every fully sequenced reference viral genome in GenBank. During an outbreak of severe acute respiratory syndrome (SARS) in March 2003, hybridization to this microarray revealed the presence of a previously uncharacterized coronavirus in a viral isolate cultivated from a SARS patient. To further characterize this new virus, approximately 1 kb of the unknown virus genome was cloned by physically recovering viral sequences hybridized to individual array elements. Sequencing of these fragments confirmed that the virus was indeed a new member of the coronavirus family. This combination of array hybridization followed by direct viral sequence recovery should prove to be a general strategy for the rapid identification and characterization of novel viruses and emerging infectious disease.","This work was supported by a grant from the Sandler Program for Asthma Research (to JLD).Conflicts of Interest. The authors have declared that no conflicts of interest exist.Author Contributions. DW, DG, and JLD conceived and designed the experiments. DW, AU, Y-TL, MS, MH, VM, and JLD performed the experiments. DW, AU, JE, JPL, and JLD analyzed the data. DW, AU, DDE, TGK, ERM, RKW, and JLD contributed reagents/materials/ analysis tools. DW and JLD wrote the paper.","['David Wang', 'Anatoly Urisman', 'Yu-Tsueng Liu', 'Michael Springer', 'Thomas Ksiazek', 'Dean Erdman', 'Elaine Mardis', 'Matthew Hickenbotham', 'Vincent Magrini', 'James Eldred', 'J Latreille', 'Richard Wilson', 'Don Ganem', 'Joseph Derisi']","['United States of America', 'Washington University School of Medicine', 'University of California San Francisco']"
26bdc177821e0161d138236656dafefe2f9f6900,"Address: 1 Research Medicine, Veterans Affairs Tennessee Valley Healthcare System","Background: Viruses are obligate intracellular parasites and rely upon the host cell for different steps in their life cycles. The characterization of cellular genes required for virus infection and/or cell killing will be essential for understanding viral life cycles, and may provide cellular targets for new antiviral therapies.","This work was supported by Public Health Service Grants (R01HG00684 to HER, RO1CA682383 to DHR), by a grant from the Kleberg Foundation, partially supported by Cancer Centre (Core) grant P30CA42014, and Avatar BioSci, Inc. Fluorescence microscopy was performed, in part, through the use of the VUMC Cell Imaging Shared Resource, supported by NIH grants CA68485, DK20593, DK58404 and HD15052. We would like to thank J. Hawiger, T. Hodge, and E. Eisenberg for review of the manuscript. B. Mooneyhan provided expert secretarial assistance.","['Jinsong Sheng', 'Edward Organ', 'Chuanming Hao', 'Sam Wells', 'Earl Ruley', 'Donald Rubin']",['Vanderbilt University']
def1cf77e1ef84f4373a342e23145be05ec5e226,BMC Infectious Diseases Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003,"The SARS coronavirus is the etiologic agent for the epidemic of the Severe Acute Respiratory Syndrome. The recent emergence of this new pathogen, the careful tracing of its transmission patterns, and the ability to propagate in culture allows the exploration of the mutational dynamics of the SARS-CoV in human populations.",We want to express their appreciation to Mr ,"['Vinsensius Vega', 'Yijun Ruan', 'Jianjun Liu', 'Wah Lee', 'Chia Lin', 'Wei ', 'Yun Su', ' Se-Thoe', 'Kin Tang', 'Tao Zhang', 'Prasanna Kolatkar', 'Eng Ooi', 'Ai Ling', 'Lawrence Stanton', 'Philip Long', 'Edison Liu']","['Genome Institute of Singapore', 'Columbia University', 'Environmental Health Institute', 'Singapore General Hospital']"
367af6bb9a8bbda02206506a819656bb6f14ce4c,BMC Public Health Logistics of community smallpox control through contact tracing and ring vaccination: a stochastic network model,"Background: Previous smallpox ring vaccination models based on contact tracing over a network suggest that ring vaccination would be effective, but have not explicitly included response logistics and limited numbers of vaccinators.","TCP acknowledges the support of NIDA grant DA 5-R01-13510. The authors gratefully acknowledge the support of the computing facility at the Stanford Linear Accelerator Center, Stanford University, and thank Richard Mount, Randy Melen, and Tor Raubenheimer for their assistance.","['Travis Porco', 'Karen Holbrook', 'Susan Fernyak', 'Diane Portnoy', 'Randy Reiter', 'Tomás Aragón']",['']
6b18c718ecf5fb496443591ba267b2ccae0c2863,Virology Journal Virology on the Internet: the time is right for a new journal,"Virology Journal is an exclusively on-line, Open Access journal devoted to the presentation of highquality original research concerning human, animal, plant, insect bacterial, and fungal viruses. Virology Journal will establish a strategic alternative to the traditional virology communication process.",Publish with Bio Med Central and every scientist can read your work free of charge ,"['Open Access', 'Robert Garry']",['Tulane University School of Medicine New Orleans']
3bda17d21aee670c29e22635d622b780820572af,BMC Microbiology A touchdown nucleic acid amplification protocol as an alternative to culture backup for immunofluorescence in the routine diagnosis of acute viral respiratory tract infections,"Background: Immunofluorescence and virus culture are the main methods used to diagnose acute respiratory virus infections. Diagnosing these infections using nucleic acid amplification presents technical challenges, one of which is facilitating the different optimal annealing temperatures needed for each virus. To overcome this problem we developed a diagnostic molecular strip which combined a generic nested touchdown protocol with in-house primer master-mixes that could recognise 12 common respiratory viruses.","We wish to thank the Northern Ireland Chest, Heart and Stroke Foundation for funding that contributed to the development of the molecular strip.","['Peter Coyle', 'Grace Ong', 'Hugh O&apos;neill', 'Conall Mccaughey', 'Dennis De Ornellas', 'Frederick Mitchell', 'Suzanne Mitchell', 'Susan Feeney', 'Dorothy Wyatt', 'Marian Forde', 'Joanne Stockton']",['Royal Hospitals Trust']
6a3fa8ed278df0d05c5e009521de11c72308f60b,BMC Public Health A systematic review of the effectiveness of antimicrobial rinse-free hand sanitizers for prevention of illness-related absenteeism in elementary school children,"Background: Absenteeism due to communicable illness is a major problem encountered by North American elementary school children. Although handwashing is a proven infection control measure, barriers exist in the school environment, which hinder compliance to this routine. Currently, alternative hand hygiene techniques are being considered, and one such technique is the use of antimicrobial rinse-free hand sanitizers.",The author(s) declare that they have no competing interests.,"['Emily Meadows', 'Nicole Le Saux']","[""Children's Hospital of Eastern Ontario"", 'University of Ottawa']"
19744eafb1b8520fa460274845713451ad539e91,Theoretical Biology and Medical Modelling Proteomics computational analyses suggest that the carboxyl terminal glycoproteins of Bunyaviruses are class II viral fusion protein (beta-penetrenes),"The Bunyaviridae family of enveloped RNA viruses includes five genuses, orthobunyaviruses, hantaviruses, phleboviruses, nairoviruses and tospoviruses. It has not been determined which Bunyavirus protein mediates virion:cell membrane fusion. Class II viral fusion proteins (betapenetrenes), encoded by members of the Alphaviridae and Flaviviridae, are comprised of three antiparallel beta sheet domains with an internal fusion peptide located at the end of domain II. Proteomics computational analyses indicate that the carboxyl terminal glycoprotein (Gc) encoded by Sandfly fever virus (SAN), a phlebovirus, has a significant amino acid sequence similarity with envelope protein 1 (E1), the class II fusion protein of Sindbis virus (SIN), an Alphavirus. Similar sequences and common structural/functional motifs, including domains with a high propensity to interface with bilayer membranes, are located collinearly in SAN Gc and SIN E1. Gc encoded by members of each Bunyavirus genus share several sequence and structural motifs. These results suggest that Gc of Bunyaviridae, and similar proteins of Tenuiviruses and a group of Caenorhabditis elegans retroviruses, are class II viral fusion proteins. Comparisons of divergent viral fusion proteins can reveal features essential for virion:cell fusion, and suggest drug and vaccine strategies.","This research was supported by NIH grants AI034764, AI054626, AI054238, RR018229, CA054576 and CA089121. William R. Gallaher developed the ""Rosetta Stone"" strategy and first described the use of the viral fusion peptides as ""cartouches."" We thank Dr. Gallaher and Dr. William C. Wimley for informative ongoing discussions on the structure of viral fusion proteins.","['Courtney Garry', 'Robert Garry']",['Tulane University Heath Sciences Center']
626347808e0ebaed5176f6a00206c35e48aeb90d,Virology Journal Genome structure and transcriptional regulation of human coronavirus NL63,"Background: Two human coronaviruses are known since the 1960s: HCoV-229E and HCoV-OC43. SARS-CoV was discovered in the early spring of 2003, followed by the identification of HCoV-NL63, the fourth member of the coronaviridae family that infects humans. In this study, we describe the genome structure and the transcription strategy of HCoV-NL63 by experimental analysis of the viral subgenomic mRNAs.",We thank Berend Jan Bosch and Peter Rottier for providing MHV infected cells and Alexander Nabatov and Barbara van Schaik for technical support.,"['Krzysztof Pyrc', 'Maarten Jebbink', 'Ben Berkhout', 'Lia Van Der Hoek']",['University of Amsterdam']
fe60210f629f9953405917869332d549f39e5a1b,The Structure of a Rigorously Conserved RNA Element within the SARS Virus Genome,"We have solved the three-dimensional crystal structure of the stem-loop II motif (s2m) RNA element of the SARS virus genome to 2.7-Å resolution. SARS and related coronaviruses and astroviruses all possess a motif at the 39 end of their RNA genomes, called the s2m, whose pathogenic importance is inferred from its rigorous sequence conservation in an otherwise rapidly mutable RNA genome. We find that this extreme conservation is clearly explained by the requirement to form a highly structured RNA whose unique tertiary structure includes a sharp 908 kink of the helix axis and several novel longer-range tertiary interactions. The tertiary base interactions create a tunnel that runs perpendicular to the main helical axis whose interior is negatively charged and binds two magnesium ions. These unusual features likely form interaction surfaces with conserved host cell components or other reactive sites required for virus function. Based on its conservation in viral pathogen genomes and its absence in the human genome, we suggest that these unusual structural features in the s2m RNA element are attractive targets for the design of anti-viral therapeutic agents. Structural genomics has sought to deduce protein function based on three-dimensional homology.","We thank Harry Noller for pointing out the similar fold found in the 16S rRNA 530 loop, Luca Jovine for the NUCCYL perl script used to generate the ribbon diagram in Figure ","['Michael Robertson', 'Haller Igel', 'Robert Baertsch', 'David Haussler', 'Manuel Ares', 'William Scott']",['University of California']
